,carat,depth,table,price,x,y,z,y_val
27057,0.28,60.2,60.0,646,4.26,4.24,2.56,0
28053,0.32,61.5,55.0,660,4.4,4.44,2.72,0
37859,0.44,60.4,59.0,1003,4.9,4.93,2.97,0
47239,0.51,62.0,57.0,1841,5.11,5.15,3.18,0
29142,0.34,61.1,57.0,692,4.51,4.55,2.77,0
1020,0.71,59.6,60.0,2902,5.85,5.8,3.47,0
3268,1.01,61.5,62.0,3360,6.41,6.37,3.93,0
9056,0.34,61.9,57.0,589,4.48,4.44,2.76,0
10180,1.22,61.5,61.0,4735,6.89,6.83,4.22,1
45678,0.52,62.4,55.0,1695,5.11,5.15,3.2,0
18753,1.01,63.8,55.0,7665,6.41,6.32,4.06,2
24553,2.06,61.1,57.0,12842,8.3,8.24,5.05,3
39442,0.52,58.4,62.0,1076,5.33,5.28,3.1,0
14147,1.25,62.4,58.0,5740,6.89,6.85,4.29,1
2834,0.78,62.4,56.0,3267,5.87,5.9,3.67,0
31674,0.26,62.5,56.0,769,4.12,4.1,2.57,0
33396,0.44,62.3,54.0,828,4.89,4.86,3.04,0
43841,0.52,61.6,56.0,1446,5.14,5.18,3.18,0
330,0.74,63.5,56.0,2803,5.74,5.79,3.66,0
32528,0.35,61.2,60.0,798,4.51,4.54,2.77,0
34485,0.43,62.3,58.0,867,4.75,4.81,2.98,0
41288,0.59,60.6,56.0,1210,5.47,5.48,3.32,0
6688,1.11,61.7,63.0,4102,6.54,6.65,4.07,1
6276,1.0,63.2,56.0,4015,6.31,6.37,4.01,1
23324,1.4,60.7,58.0,11368,7.26,7.17,4.38,3
11605,1.0,59.7,59.0,5046,6.52,6.57,3.91,1
24454,1.53,61.8,59.0,12717,7.45,7.31,4.56,3
48640,0.31,59.6,58.0,537,4.44,4.39,2.63,0
2599,0.77,61.6,57.0,3218,5.91,5.87,3.63,0
25563,2.35,60.7,60.0,14399,8.64,8.6,5.23,4
34840,0.3,60.9,57.0,878,4.35,4.32,2.64,0
51247,0.7,60.5,58.0,2354,5.8,5.74,3.49,0
38168,0.34,61.6,56.0,1014,4.48,4.51,2.77,0
41107,0.59,61.7,54.0,1195,5.4,5.46,3.35,0
41610,0.27,62.4,56.0,504,4.13,4.16,2.58,0
14933,1.0,61.6,56.0,6013,6.42,6.47,3.97,1
36600,0.32,61.3,56.0,477,4.39,4.42,2.7,0
48747,0.8,58.4,59.0,2016,6.12,6.04,3.55,0
21188,1.61,62.3,56.0,9341,7.51,7.47,4.67,2
41445,0.53,61.2,55.0,1229,5.23,5.26,3.21,0
48110,0.5,60.9,59.0,1935,5.12,5.09,3.11,0
4069,0.31,63.0,55.0,571,4.32,4.34,2.73,0
29028,0.31,62.6,53.0,687,4.35,4.41,2.74,0
13777,1.27,62.6,59.0,5618,6.92,6.88,4.32,1
29370,0.31,63.4,59.0,698,4.32,4.29,2.73,0
24851,1.51,62.2,56.0,13254,7.31,7.36,4.56,3
12588,1.37,61.9,59.0,5284,7.1,7.05,4.38,1
39503,0.54,61.3,55.0,1080,5.23,5.28,3.22,0
52747,0.71,62.4,56.0,2559,5.66,5.71,3.55,0
18486,1.0,62.3,58.0,7528,6.39,6.45,4.0,2
8922,1.0,60.8,60.0,4496,6.44,6.49,3.93,1
32912,0.33,61.9,56.0,810,4.42,4.46,2.75,0
51024,0.72,61.2,57.0,2328,5.76,5.8,3.54,0
40606,0.23,60.9,57.0,498,3.96,3.99,2.42,0
13010,1.49,64.3,59.0,5407,7.2,7.1,4.6,1
6453,0.93,61.0,60.0,4050,6.29,6.26,3.82,1
22496,1.71,63.0,57.0,10534,7.57,7.53,4.76,2
1194,0.75,62.3,57.0,2933,5.81,5.87,3.64,0
26210,1.78,60.2,59.0,15601,7.96,7.83,4.75,4
9519,1.14,63.3,57.0,4615,6.6,6.63,4.19,1
34488,0.43,61.3,58.0,867,4.83,4.86,2.97,0
46519,0.51,62.7,54.0,1781,5.1,5.08,3.19,0
48974,0.34,63.3,56.0,537,4.39,4.45,2.8,0
5343,0.91,62.4,57.0,3812,6.18,6.22,3.87,1
26211,1.59,60.2,60.0,15602,7.62,7.59,4.58,4
11611,1.02,64.4,59.0,5047,6.24,6.36,4.06,1
38329,0.32,61.7,55.0,1020,4.42,4.39,2.72,0
49500,0.55,61.8,55.0,2119,5.28,5.3,3.27,0
16945,1.16,62.6,58.0,6768,6.68,6.73,4.2,1
23628,1.6,62.1,56.0,11651,7.51,7.48,4.65,3
652,0.7,62.0,59.0,2844,5.65,5.68,3.51,0
53263,0.7,60.6,62.0,2648,5.68,5.64,3.43,0
29567,0.41,63.2,58.0,705,4.68,4.72,2.97,0
5105,0.72,61.6,56.0,3759,5.76,5.79,3.56,1
10652,1.27,62.0,60.0,4836,6.91,6.86,4.27,1
5537,0.92,60.5,57.0,3854,6.3,6.29,3.81,1
7299,1.0,58.5,61.0,4202,6.52,6.48,3.8,1
34119,0.38,62.0,56.0,853,4.62,4.66,2.88,0
49113,0.6,58.1,63.0,2065,5.53,5.63,3.24,0
37363,0.4,60.5,60.0,982,4.76,4.8,2.89,0
32400,0.37,62.4,59.0,791,4.6,4.56,2.86,0
47556,0.7,61.8,53.0,1874,5.73,5.76,3.55,0
42064,0.39,63.5,56.0,1271,4.67,4.65,2.96,0
42191,0.53,56.2,64.0,1286,5.43,5.41,3.05,0
36712,0.42,60.0,61.0,953,4.88,4.85,2.92,0
9269,1.22,61.6,59.0,4562,6.86,6.81,4.21,1
23119,1.28,62.1,56.0,11147,6.93,6.96,4.31,3
53391,0.78,62.7,56.0,2664,5.88,5.83,3.67,0
17417,1.45,62.6,58.0,6980,7.28,7.16,4.52,1
48163,0.57,59.3,57.0,1942,5.42,5.45,3.23,0
42397,0.51,62.9,56.0,1308,5.05,5.1,3.19,0
33079,0.47,61.5,62.0,814,5.01,4.95,3.06,0
33993,0.42,61.7,57.0,847,4.8,4.83,2.97,0
26375,2.0,58.8,65.0,15851,8.1,8.03,4.74,4
33144,0.31,61.0,58.0,816,4.34,4.38,2.66,0
20062,0.31,60.8,60.0,625,4.34,4.37,2.65,0
44119,0.5,62.7,59.0,1559,5.02,5.06,3.16,0
22844,1.57,61.7,58.0,10880,7.47,7.56,4.64,2
32610,0.26,61.4,56.0,456,4.12,4.16,2.54,0
25135,2.02,59.3,60.0,13693,8.28,8.34,4.93,3
22465,2.01,63.3,56.0,10490,7.86,7.96,5.01,2
11582,1.2,61.8,55.0,5040,6.81,6.76,4.19,1
44997,0.31,62.3,59.0,523,4.32,4.29,2.68,0
32735,0.31,62.9,59.0,802,4.32,4.27,2.7,0
15234,1.0,65.0,59.0,6115,6.19,6.14,4.01,1
46645,0.3,62.1,60.0,526,4.27,4.29,2.66,0
21660,1.5,60.4,59.0,9759,7.35,7.42,4.46,2
36154,0.33,61.7,60.0,928,4.45,4.4,2.73,0
45353,0.55,59.1,62.0,1664,5.37,5.32,3.16,0
37104,0.38,61.8,54.0,969,4.69,4.67,2.9,0
2044,0.32,61.3,60.0,561,4.33,4.38,2.67,0
4951,1.01,60.8,59.0,3733,6.51,6.46,3.94,1
3387,0.31,61.5,59.0,408,4.35,4.37,2.68,0
7383,0.33,59.4,61.0,579,4.49,4.53,2.68,0
50597,0.5,61.8,53.0,2283,5.13,5.18,3.19,0
12738,1.13,62.2,58.0,5316,6.68,6.63,4.14,1
25653,2.14,62.3,59.0,14556,8.24,8.26,5.14,4
45368,0.52,61.7,57.0,1665,5.16,5.18,3.19,0
46898,0.56,61.4,57.0,1814,5.34,5.31,3.27,0
34163,0.33,60.1,61.0,854,4.48,4.44,2.68,0
12538,1.2,58.2,59.0,5268,6.98,6.9,4.04,1
29170,0.4,59.6,58.0,694,4.81,4.82,2.87,0
16068,1.2,62.8,58.0,6416,6.75,6.7,4.22,1
21447,1.11,59.2,59.0,9548,6.82,6.79,4.03,2
10643,1.11,63.4,56.0,4834,6.62,6.54,4.18,1
985,0.77,58.3,63.0,2896,6.0,6.05,3.51,0
53473,0.76,61.5,57.0,2680,5.83,5.87,3.6,0
32422,0.41,59.6,59.0,791,4.82,4.85,2.88,0
46500,0.54,61.5,55.0,1778,5.24,5.26,3.23,0
12570,1.01,63.8,57.0,5279,6.27,6.34,4.02,1
36044,0.34,62.1,55.0,923,4.49,4.46,2.78,0
19433,1.01,62.6,56.0,8081,6.39,6.36,3.99,2
1293,0.74,62.1,53.9,2952,5.79,5.81,3.6,0
7843,1.09,59.3,57.0,4303,6.79,6.74,4.01,1
16431,1.24,60.5,58.0,6562,7.1,7.05,4.13,1
11796,1.03,60.1,62.0,5088,6.55,6.53,3.93,1
15676,1.23,61.2,55.0,6288,6.92,7.01,4.26,1
47354,0.5,63.8,54.0,1845,5.07,5.05,3.23,0
876,0.77,63.2,58.0,2873,5.8,5.84,3.68,0
8125,1.02,63.9,57.9,4354,6.28,6.33,4.03,1
8417,1.51,60.9,56.0,4404,7.38,7.26,4.46,1
8138,1.01,62.3,58.0,4355,6.44,6.4,4.0,1
4921,0.91,61.4,60.0,3726,6.13,6.16,3.77,1
46348,0.57,61.5,57.0,1759,5.35,5.38,3.3,0
48098,0.49,62.3,55.0,1934,5.03,5.05,3.14,0
43056,0.59,63.4,56.0,1376,5.36,5.29,3.38,0
11695,1.01,61.0,60.0,5067,6.42,6.46,3.93,1
14151,1.01,63.0,58.0,5741,6.42,6.37,4.03,1
36202,0.31,62.0,56.0,931,4.35,4.33,2.69,0
41905,0.51,61.9,57.0,1261,5.09,5.15,3.17,0
51886,0.7,62.4,58.0,2429,5.67,5.71,3.55,0
35601,0.31,62.1,58.0,907,4.36,4.33,2.7,0
26145,2.0,62.4,55.0,15451,8.03,7.94,4.99,4
39464,0.5,62.3,60.0,1078,5.09,5.06,3.16,0
3857,0.72,61.4,56.0,3478,5.75,5.79,3.55,0
13067,1.2,61.8,56.0,5412,6.77,6.8,4.19,1
38325,0.53,61.9,54.0,1020,5.21,5.23,3.23,0
19395,1.1,62.0,58.0,8060,6.59,6.64,4.1,2
3226,0.72,61.3,56.0,3352,5.76,5.8,3.54,0
5083,0.9,63.8,57.0,3752,6.04,6.13,3.88,1
13897,1.01,62.2,53.0,5656,6.47,6.43,4.01,1
40358,0.43,60.7,58.0,1129,4.88,4.84,2.95,0
18017,1.25,62.3,58.0,7289,6.86,6.89,4.28,2
17260,1.23,62.5,59.0,6909,6.84,6.77,4.25,1
24310,2.11,61.0,58.0,12554,8.29,8.2,5.03,3
51193,0.7,60.1,58.0,2349,5.81,5.83,3.5,0
34120,0.38,61.7,54.3,853,4.68,4.69,2.89,0
38606,0.4,62.9,55.0,1039,4.75,4.72,2.98,0
51258,0.97,67.3,55.0,2357,6.08,6.02,4.07,0
22887,1.7,62.0,59.0,10929,7.6,7.55,4.7,2
10158,1.23,63.6,60.0,4727,6.77,6.73,4.29,1
40245,0.37,61.0,56.0,1124,4.7,4.65,2.85,0
27026,2.42,61.3,59.0,17168,8.61,8.58,5.27,4
20563,1.28,61.6,58.0,8874,7.02,6.98,4.31,2
31976,0.26,59.0,59.0,453,4.19,4.25,2.49,0
33070,0.32,61.6,54.0,814,4.41,4.49,2.74,0
6970,1.0,56.3,63.0,4150,6.63,6.61,3.73,1
29732,0.31,62.9,58.0,707,4.27,4.31,2.7,0
36436,0.31,60.7,56.0,942,4.38,4.35,2.65,0
23340,0.3,61.3,58.0,421,4.29,4.33,2.64,0
9611,1.02,62.0,57.0,4633,6.41,6.5,4.0,1
39861,0.38,62.0,54.7,1101,4.62,4.67,2.88,0
43290,0.5,62.3,58.0,1400,5.12,5.05,3.17,0
36496,0.34,62.4,55.0,944,4.47,4.51,2.79,0
24577,1.7,61.9,60.0,12874,7.57,7.61,4.7,3
24202,1.11,62.3,56.0,12390,6.59,6.64,4.12,3
48644,0.27,60.8,56.0,537,4.25,4.23,2.58,0
37565,0.31,62.7,57.0,988,4.34,4.31,2.71,0
25123,2.07,61.5,59.0,13675,8.16,8.2,5.03,3
1314,0.72,62.6,56.0,2956,5.75,5.72,3.59,0
40563,0.41,62.1,56.0,1151,4.77,4.8,2.97,0
39766,0.36,62.4,55.0,1094,4.61,4.59,2.87,0
46529,0.51,62.7,56.0,1781,5.1,5.08,3.19,0
1590,0.74,61.3,58.0,3009,5.8,5.84,3.57,0
50027,0.73,61.8,62.0,2197,5.78,5.72,3.55,0
26791,1.67,61.5,55.0,16643,7.62,7.67,4.7,4
13943,1.21,61.8,59.0,5672,6.75,6.78,4.18,1
6263,1.27,62.8,58.0,4011,6.96,6.92,4.36,1
3648,0.93,60.9,61.0,3437,6.24,6.2,3.79,0
45979,0.3,61.3,60.0,526,4.27,4.31,2.63,0
39051,0.54,62.1,54.0,1057,5.24,5.26,3.26,0
13225,1.01,62.1,56.0,5461,6.43,6.48,4.01,1
8606,1.2,61.8,60.0,4443,6.78,6.85,4.21,1
37556,0.31,61.0,56.0,988,4.39,4.37,2.67,0
7472,1.2,61.1,59.0,4234,6.81,6.78,4.15,1
52113,0.75,62.3,59.0,2462,5.77,5.81,3.61,0
46236,0.55,62.4,58.0,1752,5.28,5.23,3.27,0
30860,0.33,62.0,57.0,743,4.47,4.44,2.76,0
27857,0.32,61.1,57.0,652,4.42,4.45,2.71,0
41136,0.5,62.8,61.0,1197,4.99,5.01,3.14,0
31775,0.32,61.9,55.0,773,4.45,4.41,2.74,0
29402,0.34,60.8,57.0,699,4.51,4.54,2.75,0
512,0.71,62.3,58.0,2823,5.71,5.66,3.54,0
36228,0.38,60.9,58.0,933,4.63,4.67,2.83,0
5370,0.3,63.2,57.0,574,4.24,4.21,2.67,0
38270,0.23,61.6,55.0,384,3.96,3.99,2.45,0
33363,0.41,62.4,54.0,827,4.78,4.81,2.99,0
34594,0.27,63.0,57.0,470,4.12,4.16,2.61,0
18918,1.38,62.0,58.0,7767,7.12,7.17,4.43,2
8938,1.01,62.4,58.0,4497,6.41,6.37,3.99,1
43120,0.52,62.9,56.0,1385,5.17,5.14,3.24,0
24043,0.38,63.3,57.0,633,4.58,4.62,2.91,0
30274,0.31,62.3,53.8,447,4.32,4.36,2.7,0
524,0.83,62.5,59.0,2825,6.02,5.95,3.74,0
15254,1.24,61.4,62.0,6125,6.94,6.88,4.24,1
16954,1.01,61.6,57.0,6773,6.39,6.46,3.96,1
8673,1.0,64.9,65.0,4455,6.31,6.18,4.05,1
12832,1.05,61.6,61.0,5351,6.55,6.5,4.02,1
3624,0.89,62.4,56.0,3429,6.04,6.08,3.78,0
26393,2.03,63.2,60.0,15898,7.88,7.94,5.0,4
31022,0.37,59.5,61.0,749,4.67,4.64,2.77,0
22447,1.01,61.9,59.0,10476,6.38,6.45,3.97,2
9446,0.9,62.4,55.0,4593,6.17,6.2,3.86,1
22718,1.42,62.6,57.0,10735,7.19,7.15,4.49,2
6053,0.32,61.1,57.0,576,4.42,4.39,2.69,0
36221,0.36,60.3,58.0,933,4.66,4.63,2.8,0
39897,0.42,61.4,56.0,1103,4.84,4.8,2.96,0
18151,1.52,61.9,57.0,7356,7.33,7.37,4.55,2
43651,0.53,61.9,55.2,1435,5.21,5.24,3.24,0
38721,0.41,62.7,54.0,1043,4.78,4.79,3.0,0
36779,0.51,61.7,56.0,956,5.17,5.14,3.18,0
9189,1.04,62.6,57.0,4547,6.45,6.48,4.05,1
23355,0.3,61.5,57.0,422,4.3,4.35,2.66,0
51329,0.31,62.9,58.0,544,4.29,4.33,2.71,0
48075,0.71,62.3,57.0,1930,5.65,5.69,3.53,0
13620,1.04,61.4,58.0,5572,6.46,6.54,3.99,1
38505,0.5,65.5,54.0,1031,5.06,4.92,3.25,0
32501,0.32,60.0,62.0,798,4.44,4.49,2.68,0
31410,0.3,61.4,58.0,764,4.31,4.35,2.66,0
23391,0.36,62.4,55.0,631,4.52,4.55,2.83,0
4730,0.34,61.6,56.0,573,4.48,4.51,2.77,0
51452,0.9,66.0,63.0,2376,5.89,5.79,3.86,0
8789,1.23,58.0,59.0,4470,7.02,6.97,4.06,1
45487,0.5,62.4,58.0,1678,5.04,5.06,3.15,0
37,0.31,64.0,54.0,402,4.29,4.31,2.75,0
699,0.78,61.9,57.1,2854,5.87,5.95,3.66,0
19812,1.6,61.9,57.0,8377,7.48,7.51,4.64,2
26616,2.28,62.4,58.0,16369,8.45,8.35,5.24,4
18088,1.39,62.7,58.0,7311,6.99,7.11,4.42,2
30314,0.43,59.8,59.0,726,4.94,4.9,2.94,0
6524,0.91,58.0,57.0,4067,6.36,6.47,3.72,1
47089,0.4,61.3,56.0,1824,4.78,4.75,2.92,0
30202,0.42,60.2,58.0,723,4.85,4.89,2.93,0
35834,0.32,61.9,55.0,915,4.38,4.44,2.73,0
9434,1.19,59.3,59.0,4591,6.98,6.88,4.11,1
6866,0.91,62.8,58.0,4128,6.17,6.15,3.87,1
33254,0.32,61.0,54.0,825,4.44,4.46,2.72,0
46887,0.7,63.3,57.0,1814,5.61,5.51,3.52,0
1628,0.78,61.7,55.0,3015,5.9,5.94,3.65,0
34511,0.33,61.2,57.0,868,4.45,4.47,2.73,0
26457,2.02,59.9,55.0,15996,8.28,8.17,4.93,4
42145,0.51,61.6,56.0,1281,5.19,5.14,3.18,0
11602,1.04,63.4,59.0,5045,6.4,6.44,4.07,1
28495,0.3,61.9,55.0,673,4.28,4.3,2.66,0
43437,0.55,61.3,59.0,1415,5.28,5.23,3.22,0
36917,0.41,60.8,57.0,961,4.84,4.8,2.93,0
33217,0.34,62.2,55.0,821,4.52,4.48,2.8,0
7031,1.03,59.3,58.0,4160,6.58,6.63,3.92,1
36266,0.4,62.2,63.0,936,4.66,4.69,2.91,0
13589,1.08,62.1,57.0,5559,6.54,6.57,4.07,1
34239,0.4,62.2,58.0,855,4.75,4.71,2.94,0
11641,0.88,62.0,59.0,5052,6.09,6.13,3.79,1
20397,0.31,62.5,55.0,625,4.34,4.37,2.72,0
12118,1.09,60.8,61.4,5167,6.59,6.64,4.02,1
41224,0.43,60.9,58.0,1207,4.88,4.91,2.98,0
35430,0.32,61.8,55.0,900,4.43,4.4,2.73,0
42325,0.41,58.9,58.0,1295,4.84,4.87,2.86,0
7052,0.33,61.4,60.0,579,4.41,4.45,2.72,0
26351,0.32,61.9,56.0,645,4.37,4.39,2.71,0
24900,1.58,59.0,59.0,13329,7.68,7.63,4.52,3
38767,0.31,62.2,56.0,1046,4.34,4.31,2.69,0
28114,0.36,62.5,56.0,663,4.55,4.57,2.85,0
37826,0.33,60.2,57.0,1002,4.52,4.48,2.71,0
2220,0.9,60.7,58.0,3145,6.3,6.19,3.79,0
46505,0.56,59.6,58.0,1778,5.36,5.34,3.19,0
38094,0.42,60.1,61.0,1013,4.88,4.84,2.92,0
24594,2.0,62.3,56.0,12907,8.08,8.03,5.02,3
41028,0.41,61.0,56.0,1187,4.79,4.82,2.93,0
26257,2.16,61.4,59.0,15714,8.27,8.33,5.1,4
50941,0.72,60.4,58.0,2320,5.82,5.78,3.5,0
5761,1.01,63.7,60.0,3897,6.37,6.29,4.02,1
5909,1.06,62.3,55.0,3936,6.54,6.49,4.06,1
4819,0.91,62.8,57.0,3703,6.09,6.18,3.85,1
9096,1.01,60.8,61.0,4525,6.47,6.43,3.92,1
51512,0.71,61.1,60.0,2384,5.72,5.77,3.51,0
42986,0.5,66.8,56.0,1367,4.85,4.91,3.26,0
42116,0.52,63.3,57.0,1279,5.11,5.13,3.24,0
32432,0.41,62.6,59.0,792,4.74,4.75,2.97,0
34336,0.3,62.2,57.0,862,4.28,4.31,2.67,0
40181,0.51,63.7,56.0,1119,5.07,5.1,3.24,0
39487,0.41,62.7,55.0,1079,4.72,4.76,2.97,0
52503,0.7,58.0,60.0,2525,5.79,5.93,3.4,0
11775,1.02,62.2,56.0,5082,6.44,6.46,4.01,1
24960,1.68,58.2,57.0,13445,7.89,7.85,4.58,3
47463,0.5,60.2,57.0,1857,5.16,5.2,3.12,0
53112,0.54,62.2,54.0,2616,5.23,5.26,3.26,0
21112,1.5,60.1,60.0,9281,7.35,7.42,4.44,2
25626,2.29,62.8,56.0,14500,8.36,8.39,5.25,4
8082,1.01,61.8,57.0,4338,6.47,6.42,3.98,1
22676,1.44,63.0,55.0,10725,7.23,7.18,4.54,2
38030,0.38,62.1,54.6,1010,4.65,4.69,2.9,0
45408,0.52,62.6,57.0,1668,5.11,5.15,3.21,0
7645,1.21,62.4,58.0,4268,6.83,6.79,4.25,1
26882,2.48,60.1,58.0,16820,8.83,8.76,5.29,4
24968,2.1,61.5,61.0,13462,8.21,8.16,5.03,3
12464,1.27,62.1,56.0,5249,6.96,6.92,4.31,1
50751,0.56,61.9,56.0,2298,5.28,5.32,3.28,0
22397,1.56,62.2,58.0,10424,7.41,7.44,4.62,2
2069,0.32,61.9,59.0,561,4.36,4.39,2.71,0
16438,1.23,63.1,58.0,6564,6.77,6.91,4.32,1
40025,0.51,66.5,58.0,1109,4.95,4.89,3.27,0
50969,0.72,62.1,57.5,2326,5.72,5.74,3.57,0
12964,1.0,61.5,60.0,5390,6.34,6.38,3.91,1
41970,0.4,61.3,56.0,1263,4.75,4.78,2.92,0
48228,0.57,61.4,58.0,1949,5.37,5.32,3.28,0
25140,2.22,62.8,57.0,13703,8.33,8.29,5.22,3
30885,0.33,62.5,55.0,743,4.45,4.42,2.77,0
24501,1.64,61.8,59.0,12779,7.51,7.55,4.65,3
10010,1.13,60.8,56.0,4707,6.64,6.72,4.06,1
12554,1.01,60.0,56.0,5274,6.55,6.49,3.91,1
50923,0.7,60.2,58.0,2319,5.76,5.7,3.45,0
13038,0.36,62.3,59.0,600,4.5,4.56,2.82,0
13730,0.27,61.6,55.0,603,4.18,4.16,2.57,0
1339,0.63,62.3,56.0,2961,5.48,5.5,3.42,0
10737,0.33,61.1,59.0,594,4.44,4.4,2.7,0
29527,0.3,62.5,54.0,703,4.27,4.32,2.69,0
31989,0.3,62.9,57.0,776,4.29,4.27,2.69,0
25527,2.02,59.4,59.0,14341,8.25,8.21,4.89,4
25938,1.5,61.8,60.0,15102,7.3,7.37,4.53,4
737,0.31,61.6,54.8,557,4.35,4.37,2.69,0
8511,0.9,60.0,59.0,4424,6.3,6.23,3.76,1
20109,1.5,62.0,57.0,8580,7.26,7.31,4.52,2
7903,0.91,61.8,60.0,4313,6.18,6.22,3.83,1
37130,0.37,59.6,60.0,971,4.75,4.68,2.81,0
7125,0.9,62.7,59.0,4173,6.11,6.17,3.85,1
22183,1.52,62.3,58.0,10221,7.35,7.31,4.57,2
26865,1.62,61.3,56.0,16790,7.54,7.63,4.65,4
4074,0.31,62.4,56.0,571,4.33,4.35,2.71,0
16909,1.23,61.7,55.0,6750,6.94,6.9,4.27,1
4619,0.87,60.2,60.0,3664,6.12,6.17,3.7,1
40441,0.52,61.6,57.0,1138,5.2,5.15,3.19,0
47395,0.57,62.2,64.0,1847,5.29,5.23,3.27,0
17816,1.23,61.6,54.0,7181,6.9,6.94,4.26,1
36736,0.32,61.9,55.0,954,4.38,4.41,2.72,0
42533,0.4,61.3,56.0,1323,4.78,4.75,2.92,0
31273,0.32,61.6,56.0,449,4.37,4.39,2.7,0
23918,1.54,61.0,59.0,12044,7.38,7.43,4.52,3
1906,1.0,66.6,57.0,3080,6.07,6.03,4.03,0
11615,1.08,61.4,57.0,5049,6.6,6.66,4.07,1
19416,1.12,58.9,60.0,8072,6.78,6.91,4.03,2
6407,1.02,61.1,61.0,4039,6.48,6.51,3.97,1
19182,1.01,60.9,54.0,7934,6.5,6.53,3.97,2
16589,1.36,61.9,59.0,6626,7.09,7.06,4.38,1
12080,1.06,62.3,55.0,5159,6.5,6.54,4.06,1
43267,0.3,62.3,56.0,506,4.35,4.32,2.7,0
35992,0.42,61.2,54.0,921,4.82,4.86,2.96,0
18586,1.0,59.8,59.0,7584,6.47,6.51,3.88,2
38477,0.42,62.1,57.0,1031,4.77,4.8,2.97,0
17070,1.5,60.5,59.0,6806,7.38,7.47,4.49,1
7957,1.0,59.8,58.0,4321,6.47,6.53,3.89,1
38220,0.43,60.6,59.0,1016,4.87,4.84,2.94,0
37495,0.53,62.2,57.0,984,5.2,5.16,3.22,0
3632,0.71,61.6,55.0,3431,5.71,5.75,3.53,0
40045,0.54,63.9,54.0,1112,5.18,5.12,3.29,0
14564,1.01,65.3,59.0,5882,6.15,6.1,4.0,1
29784,0.3,59.7,59.0,709,4.37,4.34,2.6,0
42682,0.5,62.9,58.0,1337,5.08,5.1,3.2,0
46321,0.51,61.0,57.0,1756,5.15,5.18,3.15,0
17741,1.21,61.0,58.0,7142,6.9,6.83,4.19,1
16634,1.02,62.4,59.0,6652,6.4,6.45,4.01,1
28280,0.31,63.5,55.0,363,4.3,4.33,2.74,0
26834,2.01,60.0,64.0,16733,8.17,8.09,4.88,4
2303,0.74,63.5,56.0,3163,5.75,5.8,3.67,0
302,0.82,62.4,54.0,2799,5.97,6.02,3.74,0
28994,0.34,62.1,56.0,686,4.45,4.47,2.77,0
50773,0.81,68.8,79.0,2301,5.26,5.2,3.58,0
12535,1.21,60.9,60.0,5267,6.87,6.9,4.19,1
45991,0.7,63.0,57.0,1723,5.55,5.6,3.51,0
49538,0.72,68.4,64.0,2125,5.38,5.32,3.66,0
13051,1.11,62.3,58.0,5408,6.61,6.52,4.09,1
53202,0.71,61.3,57.0,2633,5.78,5.71,3.52,0
8829,1.02,63.0,57.0,4478,6.44,6.39,4.04,1
38659,0.42,61.7,56.0,1040,4.83,4.79,2.97,0
39501,0.48,62.3,63.0,1080,5.02,4.96,3.11,0
7837,1.2,60.8,59.0,4301,6.8,6.75,4.12,1
18341,1.7,62.0,53.0,7464,7.68,7.65,4.75,2
8172,1.05,61.7,60.0,4363,6.58,6.49,4.03,1
45955,0.54,61.2,57.0,1723,5.21,5.25,3.2,0
12204,1.01,63.7,60.0,5192,6.31,6.35,4.03,1
26751,2.24,61.7,57.7,16558,8.37,8.43,5.18,4
11440,1.14,62.6,56.0,5005,6.69,6.63,4.17,1
43996,0.3,62.3,56.0,394,4.32,4.35,2.7,0
13505,1.01,61.6,60.0,5543,6.47,6.43,3.97,1
46342,0.5,63.3,54.0,1758,5.07,5.04,3.2,0
36140,0.33,61.0,57.0,928,4.46,4.43,2.71,0
25648,2.51,59.3,61.0,14543,8.81,8.77,5.21,4
39688,0.4,61.7,55.0,1088,4.74,4.76,2.93,0
30972,0.37,59.2,61.0,746,4.63,4.7,2.76,0
43986,0.26,62.0,54.0,394,4.08,4.11,2.54,0
3487,0.9,62.4,58.0,3398,6.12,6.16,3.83,0
48112,0.5,62.9,57.0,1935,5.11,5.04,3.19,0
48938,0.53,62.3,56.0,2045,5.24,5.2,3.25,0
18248,1.17,61.3,56.0,7413,6.79,6.81,4.17,2
21038,0.31,61.5,56.0,625,4.34,4.41,2.69,0
7442,0.9,63.0,60.0,4232,6.09,6.13,3.85,1
47675,0.51,61.1,59.0,1882,5.16,5.12,3.14,0
26429,1.52,60.4,59.0,15959,7.38,7.48,4.49,4
31039,0.34,62.6,56.0,749,4.49,4.52,2.82,0
48349,0.54,62.4,53.4,1962,5.22,5.25,3.26,0
11020,1.2,64.8,60.0,4916,6.55,6.59,4.26,1
44019,0.51,61.3,54.0,1546,5.18,5.13,3.16,0
25082,1.7,62.9,57.0,13605,7.59,7.52,4.75,3
30335,0.34,62.8,56.0,727,4.46,4.42,2.79,0
34464,0.31,60.2,61.0,865,4.4,4.43,2.66,0
4741,0.76,62.2,56.0,3680,5.83,5.87,3.64,1
3204,0.53,61.6,56.0,3346,5.21,5.24,3.22,0
38307,0.37,63.3,55.0,487,4.58,4.61,2.91,0
26774,2.04,61.0,61.0,16616,8.08,8.14,4.95,4
46664,0.56,62.3,55.0,1787,5.26,5.3,3.29,0
40168,0.38,63.4,55.0,1117,4.67,4.63,2.95,0
