,carat,depth,table,price,x,y,z,y_train
27583,2.29,61.4,60.0,18426,8.45,8.49,5.2,4
45973,0.3,62.5,60.0,526,4.24,4.27,2.66,0
24652,1.7,61.9,60.0,12992,7.61,7.57,4.7,3
10878,0.93,62.1,59.0,4879,6.16,6.21,3.84,1
50731,0.72,62.3,54.0,2295,5.76,5.79,3.6,0
47988,0.32,62.3,55.0,533,4.39,4.44,2.75,0
14087,1.27,60.6,59.0,5715,6.97,7.0,4.23,1
5505,0.83,63.4,56.0,3846,5.96,5.99,3.79,1
12315,1.11,60.1,64.0,5221,6.73,6.62,4.02,1
15717,0.36,61.9,56.0,608,4.59,4.55,2.83,0
6906,1.01,63.7,59.0,4135,6.38,6.31,4.04,1
31816,0.31,61.5,56.0,775,4.35,4.37,2.68,0
8270,0.9,62.6,58.0,4381,6.11,6.15,3.84,1
47308,0.26,62.3,54.0,397,4.09,4.1,2.55,0
39718,0.51,58.9,60.0,1090,5.19,5.24,3.07,0
19057,1.5,62.8,62.0,7840,7.22,7.25,4.54,2
31541,0.3,61.9,58.0,766,4.28,4.32,2.66,0
49724,0.7,57.8,62.0,2150,5.79,5.84,3.36,0
34684,0.4,61.8,57.0,873,4.74,4.78,2.94,0
22173,1.5,62.3,57.0,10214,7.33,7.28,4.55,2
37376,0.4,62.4,56.0,982,4.7,4.73,2.94,0
1129,0.73,61.9,55.0,2919,5.79,5.76,3.58,0
25437,1.71,62.2,58.0,14190,7.61,7.67,4.75,4
44229,0.59,60.7,56.0,1572,5.46,5.41,3.3,0
42207,0.52,62.0,57.0,1289,5.08,5.12,3.16,0
31806,0.31,61.1,55.0,774,4.37,4.4,2.68,0
28903,0.3,63.3,55.0,684,4.29,4.34,2.73,0
12509,1.25,61.6,57.0,5259,6.91,6.98,4.28,1
24396,2.11,65.0,56.0,12633,8.06,8.01,5.22,3
27249,2.02,60.1,60.0,17658,8.21,8.29,4.96,4
38077,0.3,61.9,57.0,1013,4.32,4.28,2.66,0
13744,1.22,61.7,57.0,5602,6.91,6.86,4.25,1
48393,0.5,60.0,62.0,1966,5.12,5.18,3.09,0
16321,1.08,62.3,58.0,6532,6.54,6.5,4.06,1
44923,0.5,61.4,57.0,1632,5.16,5.13,3.16,0
24753,2.03,63.1,59.0,13109,8.12,7.99,5.08,3
40949,0.3,63.5,57.0,500,4.21,4.26,2.69,0
24578,1.7,62.8,58.0,12874,7.52,7.57,4.74,3
12806,1.01,60.2,60.0,5340,6.46,6.5,3.9,1
43332,0.5,62.4,56.0,1404,5.1,5.13,3.19,0
22249,1.23,61.0,57.0,10304,6.93,6.9,4.22,2
33615,0.31,60.7,60.0,462,4.34,4.36,2.64,0
25380,1.5,62.3,57.0,14067,7.25,7.32,4.54,4
46208,0.51,61.6,56.0,1750,5.12,5.14,3.16,0
52548,0.81,62.2,56.0,2534,5.98,5.92,3.7,0
50371,0.71,58.1,61.0,2249,5.81,5.79,3.37,0
39548,0.32,61.1,57.0,1080,4.43,4.41,2.7,0
16481,1.05,61.8,57.0,6586,6.53,6.48,4.02,1
27223,2.02,61.8,58.0,17579,8.16,8.1,4.94,4
15678,1.09,61.3,56.0,6288,6.57,6.63,4.05,1
11664,1.12,59.6,57.0,5055,6.82,6.77,4.05,1
1619,0.81,60.1,57.0,3013,6.07,6.1,3.66,0
52911,0.71,62.1,57.0,2587,5.71,5.63,3.52,0
52858,0.72,62.7,56.0,2578,5.72,5.76,3.6,0
44809,0.5,62.1,54.0,1624,5.11,5.13,3.18,0
36188,0.41,62.9,56.0,931,4.72,4.78,2.99,0
37024,0.33,62.5,54.0,965,4.45,4.41,2.77,0
13388,0.35,61.5,58.0,601,4.53,4.55,2.79,0
21406,1.39,61.9,52.0,9519,7.24,7.25,4.48,2
19497,1.21,61.3,57.0,8131,6.92,6.87,4.23,2
23140,1.51,59.3,58.0,11161,7.32,7.49,4.39,3
53678,0.56,61.7,56.0,2712,5.31,5.33,3.28,0
1324,0.74,65.2,58.0,2959,5.7,5.6,3.69,0
2877,1.25,60.9,56.0,3276,6.95,6.91,4.22,0
53287,0.3,62.1,54.0,552,4.31,4.35,2.69,0
14021,1.0,63.4,57.0,5702,6.27,6.31,3.99,1
6364,0.32,63.4,55.0,576,4.37,4.33,2.76,0
39955,0.33,63.4,56.0,492,4.4,4.43,2.8,0
48700,0.54,62.2,56.0,2009,5.27,5.21,3.26,0
22722,1.56,62.1,56.0,10739,7.44,7.46,4.63,2
35760,0.4,61.9,59.0,912,4.72,4.75,2.93,0
5991,0.9,64.7,54.0,3954,6.04,6.08,3.92,1
6914,0.9,62.4,61.0,4137,6.17,6.13,3.84,1
48818,0.51,63.9,57.0,2027,5.08,5.06,3.24,0
3018,0.71,61.7,57.0,3307,5.72,5.74,3.53,0
23899,1.31,61.6,57.0,12008,6.99,7.04,4.32,3
23118,1.57,60.7,58.0,11146,7.54,7.51,4.57,3
42078,0.52,57.9,61.0,1273,5.28,5.33,3.07,0
10856,1.13,60.7,54.0,4873,6.82,6.72,4.11,1
37999,0.43,61.1,56.0,1008,4.9,4.86,2.98,0
53041,0.81,63.8,55.0,2604,5.91,5.89,3.77,0
36532,0.42,62.2,58.0,945,4.75,4.73,2.95,0
51696,0.7,61.4,57.0,2400,5.73,5.76,3.53,0
11986,1.09,61.6,55.0,5143,6.59,6.65,4.08,1
16754,1.13,61.9,56.0,6670,6.69,6.63,4.13,1
12824,1.1,60.5,57.0,5347,6.73,6.7,4.06,1
14247,1.29,63.6,57.0,5771,6.88,6.92,4.39,1
13448,1.2,62.6,59.0,5522,6.75,6.71,4.21,1
44801,0.5,61.5,57.0,1624,5.11,5.14,3.15,0
30720,0.41,63.2,57.0,738,4.73,4.77,3.0,0
17091,1.34,62.4,57.0,6814,7.07,6.96,4.38,1
52360,0.8,63.4,58.0,2502,5.87,5.84,3.71,0
33350,0.41,60.9,58.0,827,4.8,4.83,2.93,0
20849,1.5,63.0,59.0,9072,7.24,7.18,4.54,2
38577,0.4,63.5,56.0,1035,4.7,4.68,2.98,0
34243,0.4,62.8,56.0,855,4.73,4.7,2.96,0
39007,0.4,60.8,59.0,1056,4.77,4.73,2.89,0
53915,0.77,62.1,56.0,2753,5.84,5.86,3.63,0
35786,0.32,62.0,54.0,912,4.39,4.42,2.73,0
1134,0.71,62.6,55.0,2920,5.71,5.67,3.56,0
46883,0.7,61.0,59.0,1814,5.71,5.66,3.47,0
21640,1.51,61.8,57.0,9731,7.34,7.32,4.53,2
41735,0.41,61.9,56.0,1243,4.78,4.75,2.95,0
11621,1.01,62.6,61.0,5050,6.33,6.29,3.95,1
36182,0.41,61.0,61.0,930,4.77,4.74,2.9,0
21096,1.5,62.6,55.0,9265,7.31,7.27,4.56,2
37465,0.42,61.8,56.0,984,4.84,4.8,2.98,0
38365,0.6,62.9,60.0,1022,5.34,5.38,3.37,0
31663,0.38,62.2,53.7,768,4.63,4.68,2.9,0
17502,1.02,62.8,57.0,7037,6.41,6.36,4.01,1
14048,0.32,62.1,57.0,605,4.42,4.37,2.73,0
26826,2.14,62.0,60.0,16723,8.27,8.19,5.1,4
45612,0.56,61.6,56.0,1691,5.29,5.33,3.27,0
40155,0.35,61.4,55.0,1116,4.59,4.56,2.81,0
14328,1.03,61.6,55.0,5804,6.49,6.53,4.01,1
41307,0.38,62.2,54.0,1212,4.64,4.69,2.9,0
44406,0.56,62.2,57.0,1585,5.29,5.25,3.28,0
44956,0.58,63.0,57.0,1636,5.29,5.34,3.35,0
12512,1.01,63.2,58.0,5260,6.34,6.26,3.98,1
10433,1.01,62.6,56.0,4785,6.34,6.4,3.99,1
53933,0.7,61.2,59.0,2757,5.69,5.72,3.49,0
26580,1.66,61.4,58.0,16294,7.63,7.68,4.7,4
51264,0.83,57.5,61.0,2358,6.22,6.17,3.56,0
9617,1.33,61.3,59.0,4634,7.06,6.93,4.29,1
10949,1.03,60.9,57.0,4900,6.54,6.5,3.97,1
13121,1.01,62.4,59.0,5430,6.38,6.35,3.97,1
4909,0.7,60.9,59.0,3724,5.67,5.81,3.5,1
1438,1.0,69.3,58.0,2974,5.96,5.87,4.1,0
51460,0.7,62.0,60.0,2376,5.72,5.67,3.53,0
29838,0.3,62.5,55.0,710,4.3,4.31,2.69,0
44833,0.51,64.3,55.0,1624,5.12,5.05,3.27,0
47942,0.51,62.4,56.0,1916,5.1,5.13,3.19,0
19220,1.16,61.9,58.0,7962,6.72,6.76,4.17,2
37008,0.33,62.2,55.0,965,4.44,4.4,2.75,0
27307,2.17,62.0,56.0,17805,8.25,8.29,5.13,4
34754,0.41,60.9,60.0,876,4.83,4.79,2.93,0
45941,0.52,61.9,55.0,1722,5.16,5.18,3.2,0
45589,0.52,62.6,59.0,1689,5.08,5.11,3.19,0
39740,0.52,58.6,62.0,1092,5.28,5.24,3.08,0
45344,0.52,63.6,59.0,1664,5.09,5.13,3.25,0
34476,0.38,60.1,56.0,866,4.69,4.72,2.83,0
4698,1.01,64.1,59.0,3676,6.24,6.21,3.99,1
21663,1.5,60.8,61.0,9761,7.39,7.35,4.48,2
50876,0.7,63.8,56.0,2314,5.58,5.61,3.57,0
11850,0.9,59.8,60.0,5102,6.23,6.28,3.74,1
1383,0.3,62.0,56.0,559,4.28,4.3,2.66,0
9507,0.9,62.2,60.0,4612,6.14,6.08,3.8,1
7919,1.11,59.9,60.0,4315,6.78,6.71,4.04,1
30436,0.32,62.4,54.0,730,4.37,4.38,2.73,0
4567,0.93,62.8,58.0,3646,6.24,6.21,3.91,1
23988,1.13,61.7,57.0,12150,6.65,6.68,4.11,3
701,1.12,59.1,61.0,2854,6.78,6.75,4.0,0
30586,0.31,60.5,59.0,734,4.36,4.37,2.64,0
18236,1.1,61.9,56.7,7405,6.57,6.63,4.09,2
52581,0.7,63.3,57.0,2538,5.62,5.66,3.57,0
26783,1.52,60.6,58.0,16628,7.38,7.44,4.49,4
30522,0.26,60.3,56.0,733,4.15,4.17,2.51,0
42488,0.52,62.2,54.0,1319,5.16,5.19,3.22,0
41601,0.24,59.3,57.0,393,4.07,4.12,2.43,0
49202,0.55,61.9,55.0,2079,5.3,5.24,3.25,0
52670,0.7,62.6,58.0,2550,5.67,5.6,3.53,0
27857,0.32,61.1,57.0,652,4.42,4.45,2.71,0
17840,1.02,60.5,56.0,7197,6.61,6.52,3.97,1
26692,0.28,63.1,55.0,429,4.17,4.2,2.64,0
2270,0.7,61.2,58.0,3154,5.7,5.73,3.5,0
38958,0.31,63.2,58.0,489,4.31,4.33,2.73,0
47786,0.5,62.2,56.0,1897,5.08,5.11,3.17,0
16379,0.29,59.5,61.0,609,4.29,4.31,2.56,0
8482,1.06,62.4,57.0,4416,6.54,6.48,4.06,1
40122,0.41,60.6,57.0,1115,4.81,4.86,2.93,0
30189,0.33,61.3,59.0,722,4.42,4.45,2.72,0
24238,2.11,60.7,60.0,12440,8.2,8.27,5.0,3
43821,0.51,62.5,56.0,1443,5.1,5.07,3.18,0
6812,1.01,55.2,65.0,4118,6.78,6.67,3.71,1
9579,1.08,62.3,56.0,4627,6.6,6.52,4.09,1
17667,1.01,62.2,57.0,7122,6.38,6.48,4.0,1
8087,1.01,63.4,55.0,4339,6.35,6.42,4.05,1
53128,0.75,63.6,58.0,2618,5.71,5.76,3.65,0
45897,0.52,60.0,56.0,1720,5.24,5.19,3.13,0
15645,1.0,60.1,57.0,6272,6.42,6.35,3.84,1
45991,0.7,63.0,57.0,1723,5.55,5.6,3.51,0
3674,0.9,60.4,58.0,3445,6.25,6.3,3.79,0
48216,0.7,66.0,53.0,1949,5.53,5.47,3.63,0
1945,0.81,61.2,60.0,3084,6.0,5.99,3.67,0
5965,0.9,61.8,57.0,3950,6.19,6.21,3.83,1
25742,1.51,61.1,57.0,14674,7.41,7.38,4.52,4
32922,0.44,62.6,56.0,810,4.84,4.9,3.05,0
6875,1.01,60.4,64.0,4129,6.48,6.44,3.9,1
26962,2.14,60.7,59.0,17038,8.28,8.33,5.04,4
30693,0.3,61.4,59.0,737,4.31,4.36,2.66,0
8086,0.72,60.8,58.0,4339,5.79,5.83,3.53,1
11410,1.01,60.9,62.0,5000,6.52,6.49,3.96,1
15562,1.01,59.9,59.0,6239,6.48,6.51,3.89,1
23029,0.33,61.3,56.0,631,4.51,4.46,2.75,0
48116,0.66,61.6,55.0,1936,5.63,5.66,3.48,0
40211,0.5,62.4,69.0,1122,5.07,4.99,3.14,0
2313,0.87,57.3,59.0,3166,6.29,6.44,3.65,0
47611,0.53,61.5,56.0,1881,5.18,5.22,3.2,0
48044,0.7,63.3,58.0,1926,5.63,5.57,3.55,0
43714,0.45,59.6,61.0,1437,5.0,5.04,2.99,0
23488,1.5,62.0,55.0,11489,7.4,7.32,4.56,3
24052,0.31,60.9,57.0,635,4.39,4.44,2.69,0
23931,1.54,62.6,56.0,12061,7.35,7.42,4.62,3
30199,0.42,63.3,56.0,722,4.75,4.79,3.02,0
39373,0.31,61.0,55.0,1074,4.38,4.41,2.68,0
38083,0.36,61.9,56.0,1013,4.59,4.56,2.83,0
14133,1.01,62.9,58.0,5731,6.33,6.38,4.0,1
20264,1.19,61.8,59.0,8689,6.75,6.77,4.18,2
53622,0.3,63.8,57.0,552,4.27,4.29,2.73,0
936,1.01,62.7,60.0,2885,6.36,6.27,3.96,0
35689,0.46,62.3,56.0,911,4.93,4.96,3.08,0
34717,0.37,62.2,58.0,874,4.62,4.58,2.86,0
53222,0.74,61.4,63.0,2638,5.79,5.77,3.55,0
21912,1.32,62.6,56.0,9979,7.05,7.0,4.4,2
47927,0.56,61.9,55.0,1915,5.34,5.29,3.29,0
15565,1.06,61.8,57.0,6240,6.56,6.52,4.04,1
13223,1.5,61.7,55.0,5460,7.39,7.32,4.54,1
36365,0.33,60.6,56.0,939,4.47,4.51,2.72,0
51566,0.7,63.1,57.0,2390,5.59,5.67,3.55,0
39721,0.52,61.6,55.0,1090,5.16,5.19,3.19,0
8487,1.01,62.1,59.0,4418,6.36,6.42,3.97,1
11973,1.3,61.1,61.0,5140,7.0,6.95,4.26,1
8172,1.05,61.7,60.0,4363,6.58,6.49,4.03,1
47376,0.57,61.0,57.0,1847,5.34,5.31,3.25,0
12453,1.0,62.7,58.0,5246,6.34,6.39,3.99,1
39478,0.41,61.7,55.0,1079,4.75,4.78,2.94,0
19404,1.12,61.2,56.0,8063,6.67,6.73,4.11,2
40734,0.46,62.9,57.0,1163,4.91,4.95,3.1,0
19558,1.5,58.6,62.0,8190,7.46,7.43,4.36,2
26506,1.51,59.5,59.0,16129,7.48,7.54,4.47,4
16303,1.5,64.5,56.0,6523,7.09,7.18,4.6,1
32293,0.3,61.4,57.0,454,4.33,4.36,2.67,0
37077,0.41,62.9,56.0,969,4.73,4.71,2.97,0
32835,0.35,61.3,56.0,807,4.55,4.58,2.8,0
23054,1.51,64.9,60.0,11087,7.14,7.2,4.65,3
45826,0.65,59.9,59.0,1712,5.69,5.62,3.39,0
28508,0.3,61.4,55.0,673,4.37,4.32,2.67,0
17781,1.51,62.4,64.0,7162,7.31,7.23,4.54,1
29264,0.31,62.8,57.0,698,4.34,4.32,2.72,0
19631,1.12,62.1,56.0,8251,6.63,6.67,4.13,2
38320,0.5,63.1,60.0,1020,5.0,5.04,3.17,0
24849,1.63,62.5,57.0,13253,7.46,7.49,4.67,3
35745,0.3,62.8,57.0,911,4.29,4.25,2.68,0
47064,0.52,61.6,55.0,1822,5.15,5.2,3.19,0
50034,0.71,60.9,59.0,2198,5.74,5.69,3.48,0
7558,1.03,63.8,62.0,4250,6.3,6.37,4.04,1
26738,1.52,63.4,60.0,16519,7.25,7.3,4.61,4
25565,2.01,66.6,54.0,14402,7.76,7.92,5.22,4
18520,1.6,62.7,58.0,7550,7.37,7.41,4.63,2
11043,0.25,62.1,57.0,595,4.01,4.04,2.5,0
50453,0.71,61.5,55.0,2264,5.74,5.78,3.54,0
47171,0.59,62.8,57.0,1835,5.38,5.32,3.36,0
6085,0.9,62.4,61.0,3972,6.05,6.09,3.79,1
43170,0.54,61.6,58.0,1389,5.24,5.22,3.22,0
28733,0.31,61.7,55.0,680,4.36,4.39,2.7,0
10368,1.06,61.9,58.0,4774,6.53,6.58,4.06,1
42338,0.52,61.9,58.0,1298,5.1,5.15,3.17,0
37674,0.42,62.3,57.0,992,4.8,4.76,2.98,0
45152,0.5,62.1,58.0,1654,5.1,5.01,3.14,0
5447,1.2,60.9,60.0,3830,6.91,6.81,4.18,1
11877,1.25,63.6,57.0,5110,6.86,6.81,4.35,1
51123,0.7,62.1,62.0,2339,5.63,5.58,3.48,0
22176,1.63,59.8,60.0,10216,7.64,7.68,4.58,2
5909,1.06,62.3,55.0,3936,6.54,6.49,4.06,1
21881,1.21,59.4,59.0,9954,6.92,7.01,4.14,2
46098,0.5,61.9,58.0,1741,5.06,5.09,3.14,0
2694,0.9,63.8,59.0,3246,6.05,6.02,3.85,0
46955,0.3,60.4,61.0,526,4.27,4.31,2.59,0
34789,0.4,60.8,55.0,877,4.79,4.82,2.92,0
25840,1.51,61.2,57.0,14889,7.37,7.47,4.54,4
46788,0.5,58.2,61.0,1806,5.19,5.22,3.03,0
31465,0.34,63.1,56.0,765,4.47,4.43,2.81,0
44718,0.62,62.6,57.0,1615,5.47,5.5,3.44,0
29641,0.35,62.0,59.0,706,4.51,4.55,2.81,0
42911,0.52,61.7,55.5,1363,5.17,5.19,3.19,0
38775,0.31,60.4,59.0,1046,4.37,4.34,2.63,0
5007,0.92,61.8,59.0,3744,6.11,6.19,3.8,1
16029,0.3,62.5,54.0,608,4.32,4.29,2.69,0
32223,0.31,60.2,58.0,789,4.37,4.4,2.64,0
18325,1.21,62.2,58.0,7454,6.88,6.78,4.25,2
9870,0.7,60.3,59.0,4679,5.72,5.76,3.46,1
2434,0.76,61.5,55.0,3183,5.92,5.88,3.63,0
39254,0.38,61.9,56.0,1069,4.67,4.63,2.88,0
26726,0.32,61.2,56.0,645,4.39,4.43,2.7,0
49108,0.98,59.6,60.0,2064,6.43,6.3,3.79,0
44794,0.5,62.8,57.0,1624,5.04,5.12,3.19,0
35300,0.3,61.7,58.0,473,4.27,4.32,2.65,0
45217,0.51,61.9,56.0,1656,5.12,5.16,3.18,0
12271,1.29,61.2,58.0,5209,6.97,7.02,4.28,1
40655,0.5,61.4,58.0,1154,5.09,5.11,3.13,0
43240,0.52,59.7,60.0,1399,5.26,5.19,3.12,0
52943,0.7,63.3,56.0,2593,5.62,5.66,3.57,0
12646,1.01,61.3,56.0,5294,6.49,6.44,3.96,1
51445,1.07,64.8,56.0,2375,6.53,6.43,4.2,0
26601,2.11,62.2,60.0,16336,8.19,8.15,5.08,4
31130,0.3,61.7,56.0,755,4.3,4.33,2.66,0
52902,0.72,62.5,55.0,2586,5.74,5.78,3.6,0
46720,0.51,63.5,56.0,1793,5.1,5.04,3.22,0
30045,0.41,61.5,59.0,719,4.75,4.78,2.93,0
16024,0.3,59.1,59.0,608,4.38,4.35,2.58,0
25681,0.31,61.0,56.0,642,4.38,4.4,2.68,0
46681,0.7,62.7,56.0,1790,5.67,5.71,3.57,0
47656,0.34,62.5,57.0,530,4.49,4.47,2.8,0
39458,0.47,61.5,55.0,1078,5.0,5.04,3.09,0
17669,1.59,62.2,58.0,7123,7.49,7.45,4.64,1
16051,1.01,63.2,61.0,6412,6.33,6.35,4.01,1
40323,0.42,61.6,56.0,1126,4.84,4.87,2.99,0
53263,0.7,60.6,62.0,2648,5.68,5.64,3.43,0
53712,0.71,61.5,56.0,2719,5.7,5.75,3.52,0
33244,0.34,61.9,57.0,825,4.48,4.52,2.78,0
11422,1.1,62.0,56.5,5002,6.58,6.63,4.09,1
38699,0.37,61.5,58.0,1041,4.66,4.61,2.85,0
53807,0.72,63.1,57.0,2732,5.74,5.71,3.61,0
21623,1.76,61.2,55.0,9714,7.79,7.76,4.76,2
21638,1.5,62.4,54.1,9730,7.3,7.35,4.57,2
7106,1.01,63.3,58.0,4168,6.3,6.36,4.01,1
47031,0.57,60.4,57.0,1819,5.4,5.36,3.25,0
36297,0.34,60.2,58.0,477,4.48,4.52,2.71,0
5947,0.74,61.5,55.1,3948,5.82,5.85,3.59,1
18549,1.21,59.9,59.0,7562,6.94,6.92,4.15,2
3752,0.7,61.8,56.0,3454,5.7,5.72,3.53,0
30195,0.42,61.5,58.0,722,4.78,4.84,2.96,0
21448,2.0,68.7,55.0,9549,7.9,7.67,5.35,2
6330,0.71,61.2,57.0,4030,5.73,5.8,3.53,1
40511,0.45,57.6,62.5,1144,5.05,5.09,2.91,0
2690,0.84,61.8,56.0,3246,6.04,6.06,3.74,0
47435,0.71,61.0,61.0,1853,5.71,5.66,3.47,0
13266,1.02,62.9,55.0,5484,6.47,6.41,4.05,1
37059,0.43,60.4,58.0,968,4.9,4.87,2.95,0
23748,1.54,59.3,60.0,11795,7.58,7.54,4.48,3
24354,2.01,61.0,60.0,12617,8.16,8.11,4.96,3
53905,0.7,60.0,59.0,2753,5.75,5.79,3.46,0
41892,0.5,59.3,65.0,1259,5.1,5.12,3.03,0
17615,1.01,60.4,60.0,7094,6.47,6.44,3.9,1
35942,0.33,61.3,56.0,475,4.45,4.49,2.74,0
25763,1.5,61.5,58.0,14719,7.34,7.32,4.51,4
2229,0.9,66.8,55.0,3145,5.98,5.9,3.97,0
10829,1.11,62.0,55.0,4871,6.61,6.68,4.12,1
51309,0.31,63.4,55.0,544,4.32,4.35,2.75,0
11589,1.21,64.5,56.0,5041,6.7,6.66,4.31,1
48826,0.71,60.4,63.0,2028,5.8,5.73,3.48,0
36193,0.4,62.3,54.0,931,4.75,4.78,2.97,0
29024,0.3,62.5,53.8,687,4.26,4.3,2.68,0
28907,0.3,62.0,59.0,684,4.26,4.29,2.65,0
8867,1.15,63.0,54.0,4483,6.64,6.73,4.21,1
38742,0.35,60.7,59.0,1044,4.55,4.58,2.77,0
45308,0.3,61.9,57.0,524,4.28,4.32,2.66,0
6305,1.5,64.0,56.0,4022,7.18,7.05,4.56,1
42460,0.5,63.0,58.0,1316,5.04,5.08,3.19,0
19971,1.5,58.9,60.0,8518,7.48,7.45,4.4,2
3639,0.75,61.9,57.0,3435,5.81,5.83,3.6,0
43320,0.51,63.3,59.0,1402,5.09,5.05,3.21,0
8830,0.98,61.7,61.0,4478,6.38,6.34,3.93,1
24129,1.62,62.2,56.0,12295,7.48,7.53,4.67,3
40751,0.4,62.4,56.0,1163,4.74,4.72,2.95,0
26612,2.11,60.3,60.5,16363,8.22,8.29,4.98,4
51538,0.71,62.2,56.0,2386,5.75,5.69,3.56,0
35755,0.39,62.3,59.0,912,4.63,4.68,2.9,0
1357,0.9,65.7,59.0,2964,6.03,5.99,3.95,0
18224,1.19,58.9,61.0,7397,6.88,6.81,4.03,2
8914,1.07,61.2,60.0,4494,6.57,6.53,4.01,1
42571,0.38,61.9,58.0,1327,4.66,4.62,2.87,0
44395,0.5,62.5,60.0,1583,5.13,5.08,3.19,0
6254,0.93,62.5,58.0,4010,6.22,6.19,3.88,1
20281,1.5,57.8,60.0,8702,7.54,7.5,4.35,2
36303,0.32,61.4,58.0,936,4.42,4.37,2.7,0
5749,0.98,61.1,60.0,3895,6.31,6.36,3.87,1
12683,1.21,62.7,59.0,5308,6.66,6.74,4.2,1
43046,0.54,62.2,61.0,1375,5.24,5.15,3.23,0
242,1.01,62.7,59.0,2788,6.31,6.22,3.93,0
21014,1.6,61.2,58.0,9229,7.59,7.5,4.62,2
38995,0.53,61.6,56.0,1054,5.16,5.19,3.19,0
48405,0.52,61.0,57.0,1969,5.18,5.2,3.17,0
34771,0.41,62.6,55.0,876,4.8,4.76,2.99,0
10203,0.8,61.4,57.0,4740,5.96,6.0,3.67,1
1046,0.7,62.3,53.0,2907,5.69,5.73,3.56,0
31503,0.34,61.6,58.0,765,4.51,4.45,2.76,0
11373,0.34,61.5,55.0,596,4.47,4.5,2.76,0
36636,0.41,63.4,55.0,947,4.72,4.68,2.98,0
47029,0.57,61.6,56.0,1819,5.38,5.34,3.3,0
5534,0.9,61.7,60.0,3854,6.19,6.22,3.83,1
43151,0.52,61.3,55.0,1389,5.2,5.24,3.2,0
32526,0.35,62.6,57.0,798,4.45,4.47,2.79,0
13375,0.24,61.3,56.0,419,4.0,4.03,2.46,0
13343,1.0,63.4,56.0,5505,6.27,6.35,4.0,1
32447,0.43,62.9,56.0,792,4.8,4.83,3.03,0
52328,0.73,61.0,58.0,2496,5.76,5.84,3.54,0
26280,2.11,61.8,56.2,15766,8.2,8.23,5.07,4
8580,1.13,60.0,61.0,4437,6.71,6.78,4.05,1
49053,0.7,60.6,58.0,2057,5.72,5.77,3.48,0
4713,0.31,62.4,53.0,571,4.33,4.35,2.71,0
9879,1.04,59.7,60.0,4682,6.55,6.58,3.92,1
22904,1.24,61.8,55.0,10946,6.85,6.89,4.25,2
3942,0.8,62.9,60.0,3502,5.89,5.94,3.72,0
47226,0.59,62.3,55.0,1840,5.42,5.33,3.35,0
19030,0.41,59.6,60.0,621,4.82,4.85,2.88,0
20001,1.23,61.5,57.0,8541,6.92,6.87,4.24,2
28177,0.3,60.1,58.0,666,4.35,4.37,2.62,0
12705,0.26,61.7,59.0,599,4.1,4.14,2.54,0
32062,0.33,62.5,54.0,780,4.44,4.43,2.77,0
48906,0.62,59.8,58.0,2041,5.55,5.59,3.33,0
12999,1.09,60.2,60.0,5402,6.7,6.66,4.02,1
14298,1.01,62.3,55.0,5789,6.38,6.42,3.99,1
21023,1.51,62.1,60.0,9234,7.3,7.25,4.52,2
36387,0.43,61.2,57.0,941,4.88,4.83,2.97,0
26165,2.06,60.8,60.0,15494,8.25,8.16,4.99,4
7590,0.91,65.0,62.0,4256,6.09,6.04,3.94,1
12205,1.11,60.8,60.0,5192,6.62,6.77,4.07,1
2043,0.32,61.0,59.0,561,4.42,4.46,2.71,0
27792,0.37,62.2,57.0,649,4.59,4.64,2.87,0
43485,0.58,61.8,56.0,1421,5.36,5.38,3.32,0
10589,0.91,61.6,58.0,4823,6.18,6.2,3.81,1
38687,0.37,61.6,57.0,1041,4.65,4.61,2.85,0
19924,1.01,61.8,59.0,8470,6.46,6.42,3.98,2
31181,0.32,60.8,57.0,756,4.44,4.41,2.69,0
38712,0.36,61.6,57.0,1042,4.56,4.59,2.82,0
47356,0.56,62.7,57.0,1846,5.28,5.25,3.3,0
51747,0.71,61.9,56.0,2404,5.76,5.71,3.55,0
44035,0.42,62.8,56.0,1547,4.76,4.8,3.0,0
53200,0.71,60.0,57.0,2633,5.83,5.81,3.49,0
26685,0.32,61.0,56.0,427,4.42,4.44,2.7,0
34683,0.4,60.9,55.0,873,4.8,4.78,2.92,0
19343,1.06,61.0,57.0,8044,6.57,6.55,4.0,2
1384,0.31,62.6,56.0,559,4.33,4.37,2.72,0
3667,1.03,61.1,55.0,3444,6.51,6.54,3.99,0
26393,2.03,63.2,60.0,15898,7.88,7.94,5.0,4
23753,1.27,61.3,60.0,11797,6.9,6.99,4.26,3
39462,0.53,62.2,53.0,1078,5.19,5.22,3.24,0
23783,2.45,60.6,63.0,11843,8.71,8.66,5.26,3
50145,0.71,63.9,56.0,2215,5.62,5.59,3.58,0
1856,0.77,61.4,56.0,3066,5.9,5.93,3.63,0
9728,0.9,60.0,58.0,4655,6.21,6.26,3.74,1
2075,0.77,61.5,56.0,3108,5.89,5.95,3.64,0
21568,1.09,62.5,55.0,9668,6.52,6.6,4.1,2
12288,1.02,62.5,56.0,5217,6.42,6.45,4.02,1
37532,0.38,59.7,61.0,988,4.69,4.73,2.81,0
36979,0.38,62.0,55.0,963,4.66,4.7,2.9,0
24015,1.09,61.3,57.0,12185,6.61,6.66,4.07,3
42793,0.42,61.4,56.0,1350,4.86,4.82,2.97,0
14838,1.2,62.9,59.0,5975,6.75,6.69,4.23,1
